id,condition,grade
475000975,Minor Deferred,7
4142450040,Minor Deferred,7
2824059043,No Deferred,7
8558600085,Limited Deferred,7
8649400410,Limited Deferred,7
2523089025,Minor Deferred,10
9512500720,Minor Deferred,7
2461900760,Limited Deferred,7
2877104196,Minor Deferred,8
2493200325,Limited Deferred,7
5210200410,Minor Deferred,9
1954700410,No Deferred,9
9253900210,Minor Deferred,9
984000450,Minor Deferred,7
993002247,Minor Deferred,8
7517500610,Minor Deferred,8
3438500981,Minor Deferred,6
2011400021,Minor Deferred,8
4038100360,Limited Deferred,7
2028700360,No Deferred,7
9144100035,Minor Deferred,7
8665050530,Minor Deferred,8
5425700205,Minor Deferred,9
7399100040,Minor Deferred,8
7809200035,No Deferred,7
1825069072,Minor Deferred,11
2524049318,Minor Deferred,11
7527200360,Limited Deferred,8
3041700035,Limited Deferred,7
625049318,No Deferred,7
6071400360,Limited Deferred,8
8127700720,Minor Deferred,9
1402650360,Limited Deferred,8
3277800845,Minor Deferred,7
2771603050,Minor Deferred,8
1068000150,Limited Deferred,11
126039213,Limited Deferred,6
7537300210,Minor Deferred,7
764000155,No Deferred,9
7454000555,Limited Deferred,6
2215500205,Limited Deferred,7
3013300085,Minor Deferred,8
3760500222,Minor Deferred,9
6145601312,Minor Deferred,7
3750605674,Minor Deferred,8
1001200035,Minor Deferred,7
2768300736,Minor Deferred,7
5255300150,Limited Deferred,7
5015001215,Minor Deferred,10
4219400580,Minor Deferred,9
6151800612,Limited Deferred,6
7893207510,Limited Deferred,7
8899200720,Limited Deferred,7
7167000040,Minor Deferred,10
7771300035,Minor Deferred,7
7967700530,Minor Deferred,7
6669150790,Limited Deferred,7
1921059213,Limited Deferred,7
723049533,Minor Deferred,6
797000276,Minor Deferred,7
6381500720,Minor Deferred,7
3812400789,Minor Deferred,7
3451000206,Minor Deferred,7
8165501540,Minor Deferred,8
3131201563,Limited Deferred,6
6813600365,No Deferred,7
1822039138,Limited Deferred,8
4443800555,Minor Deferred,8
627300145,Minor Deferred,9
9133600120,Minor Deferred,8
2354300910,Minor Deferred,6
6917700665,Minor Deferred,7
7214710210,Limited Deferred,8
2649500155,Minor Deferred,7
3343301385,Minor Deferred,9
1237500720,Minor Deferred,7
1724069043,Limited Deferred,8
8682210650,Minor Deferred,8
2025049025,Minor Deferred,7
7883605695,Minor Deferred,7
2120069003,Limited Deferred,6
7852130720,Minor Deferred,7
3832060120,Minor Deferred,7
4356200120,Minor Deferred,6
4073200124,Minor Deferred,7
2113700790,Minor Deferred,7
9274202620,No Deferred,8
2026049124,Minor Deferred,8
1828000760,Minor Deferred,7
6187700175,No Deferred,7
6371500040,Minor Deferred,7
8929000040,Minor Deferred,8
2970800145,Minor Deferred,7
8588000610,Minor Deferred,7
3905080870,Minor Deferred,8
2457200040,Limited Deferred,7
3971700580,Minor Deferred,7
7304300760,Limited Deferred,6
5561720180,Minor Deferred,7
1370801565,Minor Deferred,10
1822350180,Minor Deferred,7
1310900610,Limited Deferred,8
9285800330,Limited Deferred,8
6620400205,Minor Deferred,6
1644510040,Minor Deferred,9
6151800606,Limited Deferred,6
5245600120,Minor Deferred,7
8951900065,Minor Deferred,7
226039186,Limited Deferred,6
3558900450,Minor Deferred,7
3179100790,Limited Deferred,8
9808590210,Minor Deferred,10
1781500220,Minor Deferred,9
3126049052,Minor Deferred,7
8677900120,Limited Deferred,7
5408100035,Minor Deferred,7
3827600040,Minor Deferred,9
7504100910,Minor Deferred,9
2068500210,Minor Deferred,7
2172000035,Minor Deferred,6
4039400410,No Deferred,7
7519000580,Limited Deferred,7
9828702266,Minor Deferred,8
2770602170,Minor Deferred,6
3260100330,Minor Deferred,7
925059219,No Deferred,8
1257201010,Minor Deferred,7
476000333,Minor Deferred,7
1721059218,Limited Deferred,7
6400700220,Limited Deferred,6
524069115,Minor Deferred,9
8818900155,Minor Deferred,7
2321300325,Minor Deferred,8
2131200925,Minor Deferred,7
3726800220,Minor Deferred,7
3488300085,Limited Deferred,7
6415100297,Minor Deferred,8
9265400210,Minor Deferred,7
2787000040,Minor Deferred,7
3425059218,Minor Deferred,8
1591600676,Limited Deferred,6
2843200085,Minor Deferred,7
2561320120,Minor Deferred,7
8835400775,Minor Deferred,7
2767704525,Limited Deferred,7
3343901848,No Deferred,6
7137800085,Minor Deferred,7
1443500925,Minor Deferred,6
8731800210,Limited Deferred,8
8155000040,Limited Deferred,7
9279200910,No Deferred,7
7697920150,Minor Deferred,7
7202290620,Minor Deferred,7
5093301285,No Deferred,8
1524069044,Minor Deferred,12
7202340450,Minor Deferred,7
3629921120,Minor Deferred,9
524069020,Limited Deferred,9
2273600410,Limited Deferred,7
3186600515,No Deferred,8
7923000360,Limited Deferred,7
6678900150,No Deferred,8
9482700455,No Deferred,7
3861500330,Limited Deferred,7
6163901033,Minor Deferred,6
2426039123,Minor Deferred,13
624069003,Limited Deferred,8
7454000145,Minor Deferred,6
4402700230,Minor Deferred,7
1432701510,No Deferred,6
1115100119,Minor Deferred,7
2553300120,Minor Deferred,10
2481630180,No Deferred,9
2525049246,Limited Deferred,8
7236300065,Limited Deferred,7
1854900330,Minor Deferred,8
203101210,Minor Deferred,7
622100074,Minor Deferred,10
5014600180,Minor Deferred,9
809002295,Minor Deferred,9
7533800325,No Deferred,8
5637500180,No Deferred,7
3971700981,Limited Deferred,7
2267000453,Minor Deferred,8
5029000120,Limited Deferred,7
3735900325,Minor Deferred,8
6187100360,Minor Deferred,7
7237500530,Minor Deferred,11
2207500880,Minor Deferred,8
7937900220,Minor Deferred,11
2767603615,Minor Deferred,8
8121100325,Limited Deferred,7
8712100720,No Deferred,7
1223059081,Minor Deferred,7
9323610180,Limited Deferred,8
2722059275,Limited Deferred,7
1545800205,Minor Deferred,7
4303200555,Minor Deferred,6
2267000730,No Deferred,7
1926049154,Minor Deferred,7
3300790540,Minor Deferred,7
2652501215,Limited Deferred,7
2426059124,Minor Deferred,10
164000237,Minor Deferred,7
1453602283,Minor Deferred,7
8081650330,Minor Deferred,7
3797000205,Minor Deferred,8
8921000040,Minor Deferred,10
6791100410,Limited Deferred,7
7224000450,Limited Deferred,5
3303980650,Minor Deferred,11
7589200191,No Deferred,8
9547200530,Minor Deferred,8
8635751120,Minor Deferred,8
1982201465,Minor Deferred,7
8648700450,Minor Deferred,9
3586501085,Minor Deferred,8
7701990040,Minor Deferred,10
3420069060,Minor Deferred,10
1822069052,Limited Deferred,7
4385701285,No Deferred,8
2810600210,No Deferred,7
1624049170,Minor Deferred,7
871001085,Minor Deferred,8
4104500191,Limited Deferred,10
98030530,Minor Deferred,10
1025049115,Minor Deferred,8
9331800580,Minor Deferred,6
9826701320,Minor Deferred,7
2426049079,Minor Deferred,6
204000175,Minor Deferred,6
822039004,Minor Deferred,9
3735900205,Limited Deferred,8
823000174,Limited Deferred,7
3300701575,Limited Deferred,6
4128500210,Minor Deferred,11
1934800142,Minor Deferred,8
1189000205,Minor Deferred,8
4040800120,Limited Deferred,7
1238501099,Limited Deferred,7
6705870040,Minor Deferred,8
7340601063,Minor Deferred,6
7212660540,Minor Deferred,8
1426079047,Minor Deferred,9
6817800220,Minor Deferred,7
1336800065,No Deferred,9
9413900035,Minor Deferred,10
9113200180,Minor Deferred,9
4215250220,Limited Deferred,10
8563030330,Minor Deferred,8
5634500688,Minor Deferred,10
1657530450,Minor Deferred,7
1624059219,No Deferred,8
7942600975,No Deferred,7
8835200610,Minor Deferred,7
7524200180,Limited Deferred,7
5451100220,Limited Deferred,8
4047200065,Minor Deferred,7
3374900035,Limited Deferred,7
7010700580,Minor Deferred,8
4139440360,Minor Deferred,9
3126049154,Minor Deferred,7
1331900410,Minor Deferred,9
3432501395,Minor Deferred,8
8945100530,Limited Deferred,6
3121069038,Limited Deferred,7
4139440730,Minor Deferred,9
9808640040,Limited Deferred,9
423059077,Minor Deferred,6
8005100571,Limited Deferred,7
9324320040,Limited Deferred,7
3825310970,Minor Deferred,9
1930301540,Limited Deferred,6
723049158,Minor Deferred,5
6116500366,Limited Deferred,8
7954300330,Minor Deferred,9
2346800180,Limited Deferred,7
452001475,Limited Deferred,7
952006783,Minor Deferred,8
2013802060,Limited Deferred,7
1787600209,Minor Deferred,8
9542100085,No Deferred,9
3025059124,Minor Deferred,12
7504021490,Minor Deferred,11
8651440230,Limited Deferred,7
1003400155,Minor Deferred,7
7852190410,Minor Deferred,8
2968801085,Limited Deferred,7
7771300155,Limited Deferred,7
9320870040,Minor Deferred,7
623049047,Minor Deferred,7
9505100035,Minor Deferred,6
8114000040,Limited Deferred,7
424000145,Minor Deferred,5
7857003953,Minor Deferred,8
3630110220,Minor Deferred,9
251500330,Limited Deferred,10
1900600040,No Deferred,6
6163901383,Minor Deferred,6
4054530210,Minor Deferred,11
5088500210,Limited Deferred,9
424500035,No Deferred,6
6762700515,Minor Deferred,11
1562200040,Limited Deferred,8
3401700040,Minor Deferred,10
7202330610,Minor Deferred,7
8835350230,Minor Deferred,9
4057300180,Minor Deferred,7
1023059186,Limited Deferred,7
6672500040,Minor Deferred,7
3265300410,Minor Deferred,8
7549801565,Limited Deferred,6
2114700040,Minor Deferred,7
3375300360,Limited Deferred,7
7237301010,Minor Deferred,7
1245500691,Minor Deferred,6
1604601225,Minor Deferred,7
5411600180,Minor Deferred,9
3331001115,Minor Deferred,7
11300120,Minor Deferred,8
8691310040,Minor Deferred,10
4307350450,Minor Deferred,7
2460700650,Limited Deferred,7
9558050450,Minor Deferred,9
3793500730,Minor Deferred,7
1026069061,Minor Deferred,9
3797002160,Limited Deferred,6
1251200155,No Deferred,9
4319200450,Minor Deferred,7
2762600035,Minor Deferred,7
9269200150,Minor Deferred,7
2623029003,Limited Deferred,7
104560120,Limited Deferred,7
7266200085,Minor Deferred,7
2622029072,No Deferred,8
5101406375,Minor Deferred,7
2698200210,Minor Deferred,7
1328340120,Minor Deferred,7
2380000040,Limited Deferred,8
5490700085,Minor Deferred,7
1226059101,Limited Deferred,8
1081200360,Minor Deferred,8
148000450,Limited Deferred,6
7831800395,Minor Deferred,7
4024101395,No Deferred,7
686550040,Minor Deferred,10
2337000150,Minor Deferred,8
1068000559,Limited Deferred,9
7899800120,Minor Deferred,6
425000175,Limited Deferred,5
8682262260,Minor Deferred,8
5608010650,Minor Deferred,11
5350200870,Minor Deferred,9
1279300085,Minor Deferred,8
1081300450,Limited Deferred,8
8698600395,Minor Deferred,7
5381000072,Minor Deferred,8
2877103111,Limited Deferred,7
2159800120,Limited Deferred,9
2724079061,Minor Deferred,7
1843100610,Limited Deferred,8
120069003,Minor Deferred,9
3226049401,Minor Deferred,8
259800610,Limited Deferred,7
635000145,Limited Deferred,7
3764800540,Minor Deferred,7
6672700120,Significant Deferred,8
2126079124,Significant Deferred,7
2331550120,Minor Deferred,7
2190600243,Limited Deferred,7
7853340330,Minor Deferred,8
3185600040,Minor Deferred,7
253600180,Minor Deferred,7
7011201475,Minor Deferred,8
2525049266,Minor Deferred,10
9542830540,Minor Deferred,7
8965400210,Minor Deferred,10
8682291970,Minor Deferred,8
5561300540,Limited Deferred,8
2722049092,Limited Deferred,8
5469502380,Minor Deferred,10
2023049218,Severe Deferred,5
1920079103,No Deferred,7
7760400210,Minor Deferred,7
8078390150,Minor Deferred,9
3528900401,Limited Deferred,10
5104520720,Minor Deferred,7
8146100580,Limited Deferred,7
7852020620,Minor Deferred,8
5249803010,Minor Deferred,7
5459500145,Limited Deferred,9
7853302110,Minor Deferred,7
7304300905,Minor Deferred,6
6119200085,Limited Deferred,7
622049106,Minor Deferred,8
1624049275,Minor Deferred,7
5035300871,Limited Deferred,8
1329500120,Minor Deferred,8
7504400620,Minor Deferred,8
8029550180,Minor Deferred,7
5072200040,No Deferred,8
6141100330,Limited Deferred,7
7131300063,Minor Deferred,7
2807100155,Minor Deferred,6
1819800286,Limited Deferred,6
2663000580,Minor Deferred,8
7749500970,Limited Deferred,7
3599600150,Limited Deferred,7
7853310720,Minor Deferred,8
4239410220,Limited Deferred,7
9136103027,Minor Deferred,7
3432501415,Minor Deferred,7
1026069044,Limited Deferred,9
1152600220,Minor Deferred,11
9478500770,Minor Deferred,7
6388920410,Minor Deferred,9
3579800180,Limited Deferred,7
8860300220,Minor Deferred,8
1823069287,Minor Deferred,8
8854000410,Minor Deferred,9
3344500183,No Deferred,6
2891400410,Limited Deferred,7
7129800063,Limited Deferred,7
3179100220,Minor Deferred,8
1931300815,Limited Deferred,7
6163900333,Limited Deferred,7
4389201075,No Deferred,9
2122700120,Minor Deferred,7
2291401115,Limited Deferred,6
7229100040,No Deferred,7
3204800040,No Deferred,7
8092700220,Limited Deferred,7
7503800210,Minor Deferred,7
2781250150,Minor Deferred,7
2024089011,Minor Deferred,7
2427910040,Minor Deferred,9
3123059107,Limited Deferred,9
7211400506,Minor Deferred,7
8129700085,No Deferred,8
3271301175,Limited Deferred,7
7203101970,Minor Deferred,7
1787600146,Minor Deferred,8
5255200220,Minor Deferred,7
937000330,Minor Deferred,7
6817800730,Minor Deferred,7
1898900040,Minor Deferred,8
9264901510,Minor Deferred,8
3343301490,Minor Deferred,9
1645000097,Limited Deferred,7
2923501020,Minor Deferred,8
4139900180,Minor Deferred,13
2621760360,Minor Deferred,8
5702380730,Minor Deferred,7
1604601855,Minor Deferred,6
6777800150,Minor Deferred,8
1563103040,Minor Deferred,7
7550800736,Significant Deferred,7
1138000410,Minor Deferred,7
7555220150,Minor Deferred,8
3021059197,Limited Deferred,7
2923500230,Minor Deferred,11
4039500610,Limited Deferred,7
3904910610,Minor Deferred,8
2489200230,Limited Deferred,8
2600100180,Minor Deferred,8
6909200355,Minor Deferred,8
7575500040,Limited Deferred,6
6192400180,Minor Deferred,9
5125400385,Limited Deferred,6
7811100230,Limited Deferred,9
6608500220,Limited Deferred,7
705730180,Minor Deferred,7
4039700870,No Deferred,9
238000201,Limited Deferred,7
4365700330,Minor Deferred,6
4249000230,Minor Deferred,9
1099750610,Limited Deferred,7
3123089010,Minor Deferred,9
9578050120,Limited Deferred,12
1423049029,Minor Deferred,7
1703900155,Minor Deferred,7
1397300120,No Deferred,7
7304301085,Minor Deferred,6
603001020,Minor Deferred,7
5332200530,Minor Deferred,9
4475800065,No Deferred,6
4305500180,Minor Deferred,9
9269750220,Minor Deferred,7
6802210330,Minor Deferred,7
98020220,Minor Deferred,10
6837700175,Limited Deferred,8
1895450230,Minor Deferred,8
1853080180,Minor Deferred,9
3582750120,Limited Deferred,8
3319500385,Minor Deferred,7
2783100230,No Deferred,7
1238501098,Minor Deferred,7
8562900180,Limited Deferred,7
7140200450,Limited Deferred,7
220069106,Minor Deferred,9
3905040040,Minor Deferred,8
3797000330,No Deferred,7
6669150530,Minor Deferred,7
3298200620,Limited Deferred,6
8024202170,Minor Deferred,7
1788900230,Minor Deferred,6
3220200040,Limited Deferred,10
7645900355,Limited Deferred,9
458000065,Limited Deferred,7
123039604,Minor Deferred,5
1223089077,Minor Deferred,8
4039800180,Limited Deferred,8
7304301005,Limited Deferred,7
7899800915,Minor Deferred,6
164000271,Minor Deferred,7
7010700976,Minor Deferred,7
6699300330,Minor Deferred,8
8732020770,Limited Deferred,8
1795800040,Limited Deferred,11
5104450720,Minor Deferred,8
2113200065,Minor Deferred,6
4027700799,Minor Deferred,7
3902310210,No Deferred,8
9283800230,Limited Deferred,8
114100234,Minor Deferred,8
7625703065,Limited Deferred,5
427000065,No Deferred,8
7844200040,Minor Deferred,8
9315300230,Limited Deferred,7
1774200230,Minor Deferred,8
2781250530,Minor Deferred,6
7796600085,Minor Deferred,7
3205400150,Minor Deferred,7
2207200455,Minor Deferred,7
9523100458,Minor Deferred,9
5035300325,Limited Deferred,9
3840700593,Minor Deferred,7
1683800120,Limited Deferred,7
2722059183,Limited Deferred,7
4083305870,No Deferred,7
8651400730,No Deferred,6
7302000120,Minor Deferred,9
797000258,Minor Deferred,7
9100000040,Limited Deferred,7
8651441520,Limited Deferred,6
6843310120,Minor Deferred,7
3585900150,Minor Deferred,10
9144100206,No Deferred,8
2871000360,Minor Deferred,9
4307330120,Minor Deferred,7
6117900120,Minor Deferred,10
1939120540,Limited Deferred,9
421000455,Limited Deferred,5
6600790210,Minor Deferred,7
1771000540,Limited Deferred,7
5561300730,Minor Deferred,8
9542830210,Minor Deferred,7
263000155,Limited Deferred,7
4058801575,Minor Deferred,8
7852150120,Minor Deferred,7
2095500040,Minor Deferred,8
8832900120,Minor Deferred,8
9542850580,Limited Deferred,9
3530430155,Limited Deferred,8
2225039081,Minor Deferred,7
7923300230,Limited Deferred,7
8021701115,No Deferred,7
5515600087,Minor Deferred,7
952006680,Minor Deferred,7
6411600043,Limited Deferred,7
1523089266,Minor Deferred,8
866400040,Minor Deferred,8
8092500150,Significant Deferred,7
5637200450,Minor Deferred,9
5126400230,No Deferred,6
7137950720,Minor Deferred,8
1473120230,Minor Deferred,9
1604600085,Limited Deferred,6
123079023,Minor Deferred,7
705000120,Limited Deferred,7
1930300410,Limited Deferred,7
9393700065,Limited Deferred,6
6814600355,Limited Deferred,8
9477100620,Minor Deferred,7
6788203060,Minor Deferred,9
5706200360,Minor Deferred,7
8732130730,Limited Deferred,7
4202400395,Minor Deferred,7
705700210,Minor Deferred,7
2817100040,Limited Deferred,7
686300880,Minor Deferred,8
8122100355,Minor Deferred,7
3797000145,No Deferred,8
1704900180,Minor Deferred,7
9241900150,Minor Deferred,9
5249803185,Limited Deferred,7
1598600209,Minor Deferred,7
3260810580,Minor Deferred,8
2423059060,Minor Deferred,8
5461300150,Limited Deferred,9
3422059010,Minor Deferred,8
6795100330,No Deferred,7
1776420150,Minor Deferred,7
3735900770,Minor Deferred,8
4123840210,Minor Deferred,8
5076700145,Minor Deferred,7
2482500040,Minor Deferred,7
2589300065,No Deferred,7
2332700081,Minor Deferred,8
9201000610,No Deferred,8
2822049254,Minor Deferred,9
2310110120,Minor Deferred,8
2887700995,Limited Deferred,7
8651410120,Limited Deferred,6
7399000580,Minor Deferred,8
7524950210,Limited Deferred,9
1021049057,Limited Deferred,7
824059042,Minor Deferred,11
7525410120,Limited Deferred,8
2770600841,Minor Deferred,8
2423069164,Minor Deferred,8
3876000120,Limited Deferred,7
3705000120,Minor Deferred,7
323069158,Limited Deferred,8
6669240230,Minor Deferred,8
7504400120,Minor Deferred,8
1038000040,Minor Deferred,7
9238450330,Minor Deferred,7
1982200330,No Deferred,7
1732800175,Minor Deferred,8
8078350220,Limited Deferred,8
3990200065,Minor Deferred,8
3825311210,Minor Deferred,9
1862400087,No Deferred,6
3522029124,Minor Deferred,8
1250200418,Minor Deferred,7
7967900150,Minor Deferred,8
5631501073,Minor Deferred,8
2826049197,Minor Deferred,8
1775920210,Limited Deferred,7
5272200035,Minor Deferred,7
9525100040,Minor Deferred,9
7853221010,Minor Deferred,8
2500600297,Minor Deferred,6
8562791010,Minor Deferred,10
3550800040,Minor Deferred,6
8857640210,Minor Deferred,9
8898700120,Minor Deferred,7
1242700035,Limited Deferred,8
7200001005,Limited Deferred,7
4174600072,Limited Deferred,8
3630060150,Minor Deferred,8
3348401490,Minor Deferred,8
7214810150,Minor Deferred,7
1566100450,No Deferred,7
7851990120,Minor Deferred,11
8937500040,Minor Deferred,8
1149600120,Minor Deferred,10
7853240040,Minor Deferred,9
7517500085,Minor Deferred,7
9527310180,Minor Deferred,8
3558900580,Limited Deferred,7
4046500180,Minor Deferred,7
6386300120,Minor Deferred,7
3395350210,Minor Deferred,8
9578080040,Minor Deferred,8
5683500085,Minor Deferred,7
8645500360,Minor Deferred,7
4222310220,Limited Deferred,7
2394600157,Minor Deferred,8
9238900085,Limited Deferred,8
2739200040,Limited Deferred,7
3893100456,Limited Deferred,10
1370803940,Minor Deferred,7
4222200120,Minor Deferred,7
9477000120,Minor Deferred,7
7228501065,Minor Deferred,8
9266701085,No Deferred,6
985001082,Minor Deferred,7
8815400410,No Deferred,7
2459500210,Limited Deferred,7
1219000043,Limited Deferred,7
4379400580,Minor Deferred,9
2159900120,Limited Deferred,8
1243100191,Minor Deferred,7
7852150530,Minor Deferred,7
7508700085,Minor Deferred,8
8820903370,Minor Deferred,5
1923000150,Minor Deferred,10
3920900220,Limited Deferred,7
8835700330,Limited Deferred,10
7338402160,No Deferred,7
3223059141,Minor Deferred,7
524059052,Limited Deferred,8
6145600865,No Deferred,7
2325400330,Minor Deferred,7
9530100085,Limited Deferred,7
3024059044,Limited Deferred,9
5015000596,Minor Deferred,9
4443801285,Minor Deferred,7
3751606606,No Deferred,7
1829300210,Minor Deferred,10
2767601085,Minor Deferred,8
8832900155,Minor Deferred,7
8805900065,Limited Deferred,10
8635760040,Minor Deferred,8
8651540040,Minor Deferred,8
9818700455,No Deferred,8
924069210,Minor Deferred,9
1954430180,Minor Deferred,8
5111400081,Limited Deferred,6
5559200065,Limited Deferred,6
1266200120,Minor Deferred,6
8141310180,Minor Deferred,7
6102400166,Minor Deferred,8
3126059023,Minor Deferred,10
408100150,Limited Deferred,6
3905081520,Minor Deferred,8
9324800220,Minor Deferred,9
3996900555,Limited Deferred,7
9456200450,Minor Deferred,7
9165100330,Minor Deferred,7
2877103615,Minor Deferred,8
7853210210,Minor Deferred,7
7524950540,Minor Deferred,8
200500410,Minor Deferred,8
9103000365,Minor Deferred,9
6076500220,Minor Deferred,7
1818800144,Limited Deferred,8
2569600150,No Deferred,7
3448000344,No Deferred,8
7170200085,Minor Deferred,7
4094800120,Minor Deferred,10
2591010180,Limited Deferred,7
3052701135,Limited Deferred,7
625049281,Minor Deferred,7
5427110040,Minor Deferred,9
9528103443,Minor Deferred,7
7855800730,Limited Deferred,8
395300650,Minor Deferred,7
7812800995,Minor Deferred,6
9541600355,No Deferred,8
774100355,Minor Deferred,9
2781280150,Minor Deferred,8
7338000150,Limited Deferred,6
6977000040,Minor Deferred,9
9558050230,Minor Deferred,10
1241500155,Minor Deferred,8
9266700256,No Deferred,7
2354300456,Limited Deferred,4
7789000120,Minor Deferred,7
3210200395,Minor Deferred,6
8658303065,Minor Deferred,7
4046601010,Minor Deferred,7
526059183,Minor Deferred,7
5056500210,Limited Deferred,8
6146600175,Minor Deferred,6
6057700120,Minor Deferred,7
8651442060,Limited Deferred,7
7129301445,Minor Deferred,8
7881500330,Limited Deferred,7
1336800880,Limited Deferred,9
7147600220,Limited Deferred,7
2600030210,Limited Deferred,8
6303400150,Minor Deferred,6
9136103136,Minor Deferred,7
8898700880,Minor Deferred,7
4318200360,Minor Deferred,7
6798100610,Minor Deferred,7
7466900220,Minor Deferred,7
7435500085,Minor Deferred,7
7977200995,Minor Deferred,7
1862900360,Minor Deferred,7
7852040210,Minor Deferred,8
3343901961,Minor Deferred,7
3874010220,Minor Deferred,7
2724069103,Limited Deferred,7
1520069052,Limited Deferred,7
5316101075,Limited Deferred,10
8113100150,Minor Deferred,6
3459900230,Minor Deferred,11
3955900150,Minor Deferred,7
7701960210,Minor Deferred,11
686450210,Minor Deferred,8
3451000442,Minor Deferred,7
5700003221,Limited Deferred,8
8651402700,No Deferred,6
3526039101,No Deferred,8
1136100072,Minor Deferred,8
2050100210,Minor Deferred,10
9141100210,Minor Deferred,6
1153000150,Limited Deferred,8
1245000438,Minor Deferred,8
1498300775,Minor Deferred,8
4051100230,Limited Deferred,7
121039038,Limited Deferred,6
1523550220,Limited Deferred,8
1622059095,No Deferred,7
7853220210,Minor Deferred,9
8682291510,Minor Deferred,8
7397300220,Minor Deferred,10
3764500230,Limited Deferred,8
8682260870,Minor Deferred,8
369000365,Minor Deferred,5
9238901020,Minor Deferred,7
3343901641,Minor Deferred,8
3024079057,Limited Deferred,7
7518507330,No Deferred,7
2968801510,Minor Deferred,8
2822100175,Minor Deferred,7
3826000385,Minor Deferred,7
2301400540,Limited Deferred,7
2111010760,Minor Deferred,7
23500220,Minor Deferred,8
8001600150,Minor Deferred,8
9149000180,Minor Deferred,8
7525420150,Minor Deferred,8
1003000175,Minor Deferred,7
2902200874,Minor Deferred,7
7131300032,Minor Deferred,7
3581100330,Minor Deferred,7
3629970870,Minor Deferred,8
2561360210,Minor Deferred,8
9828702245,Minor Deferred,8
8687800150,Limited Deferred,7
3825310760,Minor Deferred,9
7284900385,Minor Deferred,9
5702380770,Minor Deferred,7
2095600150,Minor Deferred,7
4166600230,Limited Deferred,7
3521059042,No Deferred,5
3625059043,Limited Deferred,11
1926069054,Minor Deferred,7
9238450150,Minor Deferred,7
8146200150,Minor Deferred,8
3841600220,Limited Deferred,6
943100683,Limited Deferred,7
952001765,No Deferred,6
3744600704,Limited Deferred,7
1822059057,Minor Deferred,4
2126059219,Limited Deferred,7
4139400910,Minor Deferred,10
9808630210,Minor Deferred,9
2920700220,Minor Deferred,6
1338800365,Limited Deferred,11
1175001135,No Deferred,7
3867400180,Limited Deferred,5
7954300220,Minor Deferred,9
7784400035,Limited Deferred,9
4435600330,Limited Deferred,6
5016001285,Limited Deferred,8
6817800330,Significant Deferred,7
8680500220,Minor Deferred,9
3211600650,Minor Deferred,7
4008400035,Limited Deferred,9
2473002060,Minor Deferred,8
4059400515,Minor Deferred,6
2916610150,Limited Deferred,7
8887001215,Limited Deferred,8
3876313040,Limited Deferred,7
6021501320,Minor Deferred,7
2372800145,No Deferred,7
7120000210,Minor Deferred,7
1180003175,Minor Deferred,6
2902200915,Minor Deferred,7
2473530150,Minor Deferred,8
2366400150,Minor Deferred,8
4040800360,Limited Deferred,7
1269200150,Limited Deferred,6
9510970530,Minor Deferred,9
3856904825,Minor Deferred,7
326069101,Minor Deferred,8
254000175,Limited Deferred,7
8086000201,Limited Deferred,7
9284800085,Minor Deferred,7
2287000330,Limited Deferred,8
2025760210,Minor Deferred,11
3330500085,Minor Deferred,6
1231001225,Minor Deferred,6
984000650,Minor Deferred,7
1962200145,Limited Deferred,9
4074300150,Minor Deferred,6
8665050220,Limited Deferred,8
2212700180,Limited Deferred,8
8077200360,Minor Deferred,9
8850000180,Limited Deferred,7
1643500072,No Deferred,7
6065300330,Limited Deferred,9
6149700191,Minor Deferred,7
1555200180,Minor Deferred,7
9407100720,Minor Deferred,7
5700000515,Limited Deferred,7
5451200530,Limited Deferred,8
868000530,Limited Deferred,7
1777600210,No Deferred,8
7174800760,Minor Deferred,7
8635750330,Minor Deferred,9
4058800925,Minor Deferred,8
272000620,Minor Deferred,7
7779200355,Limited Deferred,8
510000641,Limited Deferred,7
8835200230,No Deferred,7
8718500555,Minor Deferred,7
1722049154,Minor Deferred,8
6450304130,Limited Deferred,6
6908200155,Minor Deferred,9
1773101020,Minor Deferred,6
1105000571,Minor Deferred,7
5153200666,Limited Deferred,7
7660100085,Limited Deferred,8
1843130530,Minor Deferred,7
7010700905,Limited Deferred,6
6790600790,Limited Deferred,7
8651442520,Minor Deferred,7
2722059010,Limited Deferred,8
6884800210,Minor Deferred,7
7349600230,Minor Deferred,7
6699300210,Minor Deferred,8
7883607520,Minor Deferred,6
1450000210,Limited Deferred,6
1387301430,Minor Deferred,7
2517010230,Minor Deferred,7
9828201020,Minor Deferred,7
2461900175,Minor Deferred,7
8682250330,Minor Deferred,8
3031200230,Minor Deferred,7
3824100166,Minor Deferred,8
7011201445,Limited Deferred,7
7262200150,Minor Deferred,6
1623069023,Minor Deferred,10
7523700210,Limited Deferred,7
2915200210,Limited Deferred,6
3904990210,Limited Deferred,8
1333300145,Limited Deferred,11
7461400360,Limited Deferred,7
7631200085,No Deferred,8
6145600040,Minor Deferred,8
6372000155,No Deferred,7
6821600145,Minor Deferred,8
7983100150,Minor Deferred,7
723000150,Limited Deferred,8
2493200155,Minor Deferred,9
2592210150,Limited Deferred,8
2595300210,Minor Deferred,7
3902100150,Minor Deferred,8
3329520410,Minor Deferred,7
4013800206,Limited Deferred,7
1370803460,Minor Deferred,10
4046600220,Minor Deferred,7
